,Country,Rank,Title,Artists,Album,Explicit,Duration
2406,Portugal,7,Tudo no Sigilo,"Vytinho NG, MC Bianca",Tudo no Sigilo,1,2:36
2407,Portugal,8,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
2408,Portugal,9,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
2409,Portugal,10,La Bella Mafia,Wet Bed Gang,La Bella Mafia,1,4:00
2410,Portugal,11,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2411,Portugal,12,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2412,Portugal,13,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
2413,Portugal,14,Conclusão,Julinho Ksd,Conclusão,0,2:27
2414,Portugal,15,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
2415,Portugal,16,Lembrei-me,Bispo,Mais Antigo,0,3:26
2416,Portugal,17,Mama Ta Xinti,Julinho Ksd,Mama Ta Xinti,0,3:01
2417,Portugal,18,menina solta,Giulia Be,menina solta,0,2:30
2418,Portugal,19,Somos Iguais,Plutónio,"Sacrifício: Sangue, Lágrimas, Suor",0,3:57
2419,Portugal,20,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2420,Portugal,21,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
2421,Portugal,22,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
2422,Portugal,23,Louco,"Piruka, Bluay",Louco,0,4:04
2423,Portugal,24,Te Amo,Calema,Yellow,0,4:18
2424,Portugal,25,Falling,Trevor Daniel,Nicotine,0,2:39
2425,Portugal,26,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2426,Portugal,27,Hoji N'ka ta Rola,Julinho Ksd,Hoji N'ka ta Rola,0,3:56
2427,Portugal,28,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
2428,Portugal,29,GOOBA,6ix9ine,GOOBA,1,2:12
2429,Portugal,30,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
2430,Portugal,31,Eterna Sacanagem,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,0,2:48
2431,Portugal,32,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
2432,Portugal,33,Tranquilo,Aragão,Tranquilo,1,4:23
2433,Portugal,34,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
2434,Portugal,35,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2435,Portugal,36,Sunday Best,Surfaces,Where the Light Is,0,2:38
2436,Portugal,37,Don't Rush (feat. Headie One),"Young T & Bugsey, Headie One",Plead The 5th,1,3:27
2437,Portugal,38,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
2438,Portugal,39,Conto,Dillaz,Conto,0,3:22
2439,Portugal,40,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
2440,Portugal,41,Say So,Doja Cat,Hot Pink,1,3:57
2441,Portugal,42,HEI,ProfJam,HEI,0,3:28
2442,Portugal,43,In Your Eyes,The Weeknd,After Hours,1,3:57
2443,Portugal,44,everything i wanted,Billie Eilish,everything i wanted,0,4:05
2444,Portugal,45,Circles,Post Malone,Hollywood's Bleeding,0,3:35
2445,Portugal,46,Essa Saia (feat. Ivandro),"Bispo, Ivandro",Mais Antigo,0,3:30
2446,Portugal,47,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
2447,Portugal,48,Party Girl,StaySolidRocky,Party Girl,0,2:27
2448,Portugal,49,S2,Bispo,S2,0,2:33
2449,Portugal,50,Adore You,Harry Styles,Fine Line,0,3:27
2450,Romania,1,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
2451,Romania,2,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
2452,Romania,3,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Go Gettas,1,2:58
2453,Romania,4,Blinding Lights,The Weeknd,After Hours,0,3:20
2454,Romania,5,GOOBA,6ix9ine,GOOBA,1,2:12
2455,Romania,6,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2456,Romania,7,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
2457,Romania,8,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2458,Romania,9,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2459,Romania,10,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
2460,Romania,11,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2461,Romania,12,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
2462,Romania,13,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
2463,Romania,14,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
2464,Romania,15,Daechwita,Agust D,D-2,1,3:45
2465,Romania,16,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
2466,Romania,17,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
2467,Romania,18,Falling,Trevor Daniel,Nicotine,0,2:39
2468,Romania,19,Miami Bici,Killa Fonic,Miami Bici,0,3:04
2469,Romania,20,Sigur Dar Incet,"Ian, Azteca",Sigur Dar Incet,1,3:02
2470,Romania,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
2471,Romania,22,In Your Eyes,The Weeknd,After Hours,1,3:57
2472,Romania,23,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
2473,Romania,24,After Party,Don Toliver,Heaven Or Hell,1,2:47
2474,Romania,25,Dau Moda,"Jador, Lino Golden",Dau Moda,0,2:18
2475,Romania,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
2476,Romania,27,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
2477,Romania,28,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
2478,Romania,29,Dragostea Ta,Nane,Dragostea Ta,0,3:29
2479,Romania,30,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
2480,Romania,31,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2481,Romania,32,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
2482,Romania,33,Party Girl,StaySolidRocky,Party Girl,0,2:27
2483,Romania,34,Pala Mande,"Azteca, Ian",Pala Mande,1,2:59
2484,Romania,35,Dior,"Marko Glass, Bvcovia",Dior,1,2:57
2485,Romania,36,Mili,"Ian, Amtilb, Simiz",Mili,1,2:53
2486,Romania,37,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
2487,Romania,38,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
2488,Romania,39,Circles,Post Malone,Hollywood's Bleeding,0,3:35
2489,Romania,40,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
2490,Romania,41,60 De Zile,"Ian, Amuly",60 De Zile,1,2:56
2491,Romania,42,Haolo,"Killa Fonic, Nane",Haolo,1,2:51
2492,Romania,43,Nefiu,"Ian, Azteca",Nefiu,1,3:05
2493,Romania,44,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
2494,Romania,45,Sunday Best,Surfaces,Where the Light Is,0,2:38
2495,Romania,46,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
2496,Romania,47,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
2497,Romania,48,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
2498,Romania,49,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
2499,Romania,50,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
2500,Singapore,1,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2501,Singapore,2,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
2502,Singapore,3,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47
2503,Singapore,4,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
2504,Singapore,5,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
2505,Singapore,6,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
2506,Singapore,7,Blinding Lights,The Weeknd,After Hours,0,3:20
2507,Singapore,8,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
2508,Singapore,9,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
2509,Singapore,10,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2510,Singapore,11,Daechwita,Agust D,D-2,1,3:45
2511,Singapore,12,Memories,Maroon 5,Memories,0,3:09
2512,Singapore,13,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
2513,Singapore,14,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
2514,Singapore,15,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
2515,Singapore,16,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2516,Singapore,17,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
2517,Singapore,18,Circles,Post Malone,Hollywood's Bleeding,0,3:35
2518,Singapore,19,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
2519,Singapore,20,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0,3:28
2520,Singapore,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
2521,Singapore,22,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
2522,Singapore,23,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
2523,Singapore,24,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
2524,Singapore,25,Sunday Best,Surfaces,Where the Light Is,0,2:38
2525,Singapore,26,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
2526,Singapore,27,In Your Eyes,The Weeknd,After Hours,1,3:57
2527,Singapore,28,怎麼了,Eric Chou,終於了解自由 (Deluxe),0,5:21
2528,Singapore,29,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
2529,Singapore,30,說好不哭,"Jay Chou, Ashin Chen",說好不哭,0,3:42
2530,Singapore,31,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
2531,Singapore,32,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
2532,Singapore,33,Falling,Trevor Daniel,Nicotine,0,2:39
2533,Singapore,34,Say So,Doja Cat,Hot Pink,1,3:57
2534,Singapore,35,Daisies,Katy Perry,Daisies,0,2:53
2535,Singapore,36,Suasana Di Hari Raya,Anuar & Ellina,Suasana Di Hari Raya,0,3:15
2536,Singapore,37,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
2537,Singapore,38,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
2538,Singapore,39,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",0,2:47
2539,Singapore,40,WANNABE,ITZY,IT'z ME,0,3:11
2540,Singapore,41,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
2541,Singapore,42,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,"愛,教會我們的事",0,4:47
2542,Singapore,43,What do you think?,Agust D,D-2,1,3:02
2543,Singapore,44,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2544,Singapore,45,Seloka Hari Raya,"Uji Rashid, Hail Amir",Siri Bintang Pujaan,0,2:58
2545,Singapore,46,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,A-Lin原聲帶,0,3:57
2546,Singapore,47,告白氣球,Jay Chou,周杰倫的床邊故事,0,3:35
2547,Singapore,48,Strange,"Agust D, RM",D-2,0,3:16
2548,Singapore,49,28,"Agust D, NiiHWA",D-2,0,2:13
2549,Singapore,50,Moonlight,Agust D,D-2,1,2:43
2550,Slovakia,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
2551,Slovakia,2,GOOBA,6ix9ine,GOOBA,1,2:12
2552,Slovakia,3,Blinding Lights,The Weeknd,After Hours,0,3:20
2553,Slovakia,4,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2554,Slovakia,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
2555,Slovakia,6,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
2556,Slovakia,7,Viac,"Nerieš, Separ",OK,1,3:32
2557,Slovakia,8,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
2558,Slovakia,9,Ahoj Ahoj Čo Ty,Separ,Og,1,2:15
2559,Slovakia,10,Og,Separ,Og,1,3:22
2560,Slovakia,11,Origami,"Separ, Ben Cristovao",Og,1,3:50
2561,Slovakia,12,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
2562,Slovakia,13,Čo Odo Mňa Chcete,"Separ, Karlo, Nik Tendo, Yzomandias",Og,1,3:57
2563,Slovakia,14,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2564,Slovakia,15,Strýko Separ,Separ,Og,1,2:14
2565,Slovakia,16,Čo Sa Dá,Separ,Og,1,2:24
2566,Slovakia,17,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
2567,Slovakia,18,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
2568,Slovakia,19,Falling,Trevor Daniel,Nicotine,0,2:39
2569,Slovakia,20,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
2570,Slovakia,21,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
2571,Slovakia,22,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
2572,Slovakia,23,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2573,Slovakia,24,Všetci Za Jedného,"Separ, Tina",Og,0,3:58
2574,Slovakia,25,Pinokio,"Separ, Dano Kapitán",Og,0,3:37
2575,Slovakia,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
2576,Slovakia,27,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
2577,Slovakia,28,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
2578,Slovakia,29,Ride It,Regard,Ride It,0,2:37
2579,Slovakia,30,In Your Eyes,The Weeknd,After Hours,1,3:57
2580,Slovakia,31,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
2581,Slovakia,32,Sunday Best,Surfaces,Where the Light Is,0,2:38
2582,Slovakia,33,J Lo,"Kontrafakt, Dalyb, Dokkeytino, Mirez, Zayo",Real Newz,1,3:32
2583,Slovakia,34,Ruka Na Volante,Nerieš,OK,0,2:52
2584,Slovakia,35,Circles,Post Malone,Hollywood's Bleeding,0,3:35
2585,Slovakia,36,Schíza,"Separ, DMS",Og,1,3:36
2586,Slovakia,37,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
2587,Slovakia,38,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2588,Slovakia,39,Snake Moves,"Separ, Yzomandias",Og,1,2:32
2589,Slovakia,40,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2590,Slovakia,41,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
2591,Slovakia,42,Neviditelnej,"Kontrafakt, Calin, Viktor Sheen",Real Newz,1,3:51
2592,Slovakia,43,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
2593,Slovakia,44,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
2594,Slovakia,45,Ruky Preč,"Separ, Bitman, Rest",Og,1,3:53
2595,Slovakia,46,So Mnou,Separ,Og,1,2:27
2596,Slovakia,47,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2597,Slovakia,48,Salt,Ava Max,Salt,0,3:00
2598,Slovakia,49,Vietor,"Separ, Nerieš",Og,1,2:44
2599,Slovakia,50,Hood Hero,Separ,Og,1,2:28
2600,South,1,Blinding Lights,The Weeknd,After Hours,0,3:20
2601,South,2,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
2602,South,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
2603,South,4,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
2604,South,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
2605,South,6,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2606,South,7,ZOL,Max Hurrell,ZOL,0,2:12
2607,South,8,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
2608,South,9,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
2609,South,10,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2610,South,11,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2611,South,12,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
2612,South,13,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
2613,South,14,Circles,Post Malone,Hollywood's Bleeding,0,3:35
2614,South,15,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
2615,South,16,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2616,South,17,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
2617,South,18,Falling,Trevor Daniel,Nicotine,0,2:39
2618,South,19,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
2619,South,20,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
2620,South,21,Memories,Maroon 5,Memories,0,3:09
2621,South,22,You're the One,Elaine,Elements,0,3:20
2622,South,23,In Your Eyes,The Weeknd,After Hours,1,3:57
2623,South,24,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Dark Lane Demo Tapes,1,3:40
2624,South,25,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
2625,South,26,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2626,South,27,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2627,South,28,GOOBA,6ix9ine,GOOBA,1,2:12
2628,South,29,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",No.6 Collaborations Project,0,3:17
2629,South,30,Go Crazy,"Chris Brown, Young Thug",Slime & B,1,2:56
2630,South,31,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
2631,South,32,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
2632,South,33,Righteous,Juice WRLD,Righteous,1,4:03
2633,South,34,Sunday Best,Surfaces,Where the Light Is,0,2:38
2634,South,35,Party Girl,StaySolidRocky,Party Girl,0,2:27
2635,South,36,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
2636,South,37,everything i wanted,Billie Eilish,everything i wanted,0,4:05
2637,South,38,eMcimbini - Live,"Kabza De Small, DJ Maphorisa, Aymos, Samthing Soweto, Mas Musiq, Myztro",Scorpion Kings Live,0,6:47
2638,South,39,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
2639,South,40,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
2640,South,41,WUNNA,Gunna,WUNNA,1,2:38
2641,South,42,"I Need You - From the Netflix original series ""Blood & Water""","Nasty C, Rowlene","I Need You (From the Netflix original series ""Blood & Water"")",0,3:25
2642,South,43,After Party,Don Toliver,Heaven Or Hell,1,2:47
2643,South,44,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
2644,South,45,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
2645,South,46,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
2646,South,47,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,0,2:37
2647,South,48,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
2648,South,49,I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber",No.6 Collaborations Project,0,3:39
2649,South,50,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",PARTYMOBILE,1,3:03
2650,Spain,1,PAM,"Justin Quiles, Daddy Yankee, El Alfa",PAM,1,3:21
2651,Spain,2,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta (Remix),1,5:45
2652,Spain,3,Nunca Estoy,C. Tangana,Nunca Estoy,0,2:42
2653,Spain,4,Sola & Vacía,"Casper Magico, Anuel AA",Sola & Vacía,1,3:02
2654,Spain,5,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
2655,Spain,6,Mil Tequilas,Chema Rivas,Mil Tequilas,0,4:15
2656,Spain,7,Favorito,Camilo,Por Primera Vez,0,3:29
2657,Spain,8,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
2658,Spain,9,Amarillo,J Balvin,Colores,0,2:37
2659,Spain,10,"Hola, Nena (feat. Omar Montes)","Nyno Vargas, Omar Montes","Hola, Nena (feat. Omar Montes)",0,3:10
2660,Spain,11,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
2661,Spain,12,Dime Bbsita,"Robledo, Alex Martini",Dime Bbsita,0,2:54
2662,Spain,13,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
2663,Spain,14,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",4 besos,0,3:52
2664,Spain,15,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
2665,Spain,16,Relación,Sech,1 of 1,0,3:04
2666,Spain,17,Rojo,J Balvin,Colores,0,2:30
2667,Spain,18,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
2668,Spain,19,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
2669,Spain,20,Loco,Beéle,Loco,0,3:24
2670,Spain,21,Una Mala (Remix),"El Completo Rd, Chimbala",Una Mala (Remix),0,3:04
2671,Spain,22,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
2672,Spain,23,Se iluminaba,"Fred De Palma, Ana Mena",Uebe,0,2:54
2673,Spain,24,Tattoo,Rauw Alejandro,Tattoo,0,3:22
2674,Spain,25,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
2675,Spain,26,Tak Tiki Tak,Harry Nach,Tak Tiki Tak,1,3:32
2676,Spain,27,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37
2677,Spain,28,Sur y Norte,"Nengo Flow, Anuel AA",The Goat,1,3:35
2678,Spain,29,Enemigos,"Aitana, Reik",Enemigos,0,3:17
2679,Spain,30,Diosa,Myke Towers,Easy Money Baby,1,3:34
2680,Spain,31,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
2681,Spain,32,Atrévete,Yago Roche,Atrévete,0,3:10
2682,Spain,33,Tu Eres Un Bom Bom - Remix,"Kafu Banton, Bad Gyal",Tu Eres Un Bom Bom (Remix),0,2:53
2683,Spain,34,Morado,J Balvin,Colores,0,3:20
2684,Spain,35,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
2685,Spain,36,Blinding Lights,The Weeknd,After Hours,0,3:20
2686,Spain,37,Si Tú La Quieres,"David Bisbal, Aitana",Si Tú La Quieres,0,3:44
2687,Spain,38,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
2688,Spain,39,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",La Cama (Remix),0,5:30
2689,Spain,40,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Fantasias (Remix) [feat. Farruko & Lunay],0,4:27
2690,Spain,41,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2691,Spain,42,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
2692,Spain,43,Follow,"KAROL G, Anuel AA",Follow,0,3:23
2693,Spain,44,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",Pegamos Tela,0,3:07
2694,Spain,45,Locura,"Cali Y El Dandee, Sebastian Yatra",Colegio,0,3:29
2695,Spain,46,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",Prendio (Remix),0,3:11
2696,Spain,47,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",Ponte Pa' Mi,1,3:04
2697,Spain,48,Gris,J Balvin,Colores,0,2:56
2698,Spain,49,Alocao (With Bad Gyal),"Omar Montes, Bad Gyal",Alocao (With Bad Gyal),0,3:29
2699,Spain,50,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
2700,Sweden,1,Blinding Lights,The Weeknd,After Hours,0,3:20
2701,Sweden,2,Svag,Victor Leksell,Svag,0,3:11
2702,Sweden,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
2703,Sweden,4,Young & Heartless,Yasin,98.01.11,1,2:25
2704,Sweden,5,Komplicerad,Miss Li,Complicated,0,2:40
2705,Sweden,6,Chris Tukker Ft Asme,"Yasin, Asme",98.01.11,1,2:16
2706,Sweden,7,Hiphop N RnB,Yasin,98.01.11,1,2:45
2707,Sweden,8,Source Ft Aden,"Yasin, Aden",98.01.11,1,2:32
2708,Sweden,9,Workin,Yasin,98.01.11,1,2:21
2709,Sweden,10,Spiderman ( Intro ),Yasin,98.01.11,1,1:58
